Activity ID,Contact ID,Account ID,Activity Date,Campaign Name,Channel,Activity Type,Asset Name,UTM Source,UTM Medium,UTM Campaign,Engagement Score Impact,Lead Stage at Time of Touch,Summary
838670ae,c26c93b7,f063249c,2025-02-25,Tech Conference 2025,Website,Downloaded Guide,Demo Video,website,organic,tech_conference_2025,8,MQL,Downloaded Guide from campaign 'Tech Conference 2025' via Website. Asset: Demo Video.
64c3c6b5,b34b3bab,ca0d82dc,2025-01-22,LinkedIn Sponsored Post,Event,Attended Event,,event,organic,linkedin_sponsored_post,7,Subscriber,Attended Event from campaign 'LinkedIn Sponsored Post' via Event. Asset: .
23dc3176,b34b3bab,ca0d82dc,2025-04-04,2025 Demand Gen Webinar,Webinar,Registered Webinar,,webinar,organic,2025_demand_gen_webinar,4,SQL,Registered Webinar from campaign '2025 Demand Gen Webinar' via Webinar. Asset: .
5fb00bef,b34b3bab,ca0d82dc,2025-02-05,Gartner Report Promo,Webinar,Attended Webinar,,webinar,organic,gartner_report_promo,14,Subscriber,Attended Webinar from campaign 'Gartner Report Promo' via Webinar. Asset: .
0030bd7a,b34b3bab,ca0d82dc,2025-02-01,2025 Demand Gen Webinar,Webinar,Attended Webinar,,webinar,organic,2025_demand_gen_webinar,10,Lead,Attended Webinar from campaign '2025 Demand Gen Webinar' via Webinar. Asset: .
58723303,b34b3bab,ca0d82dc,2025-04-07,Gartner Report Promo,Paid Ad,Viewed Ad,Demo Video,paid_ad,cpc,gartner_report_promo,6,Subscriber,Viewed Ad from campaign 'Gartner Report Promo' via Paid Ad. Asset: Demo Video.
3afebfbc,f42f1b86,b4d7fe27,2025-03-30,AI for Marketers Guide,Event,Attended Event,,event,organic,ai_for_marketers_guide,5,Lead,Attended Event from campaign 'AI for Marketers Guide' via Event. Asset: .
f8b49412,f42f1b86,b4d7fe27,2025-01-12,AI for Marketers Guide,Event,Attended Event,,event,organic,ai_for_marketers_guide,5,SQL,Attended Event from campaign 'AI for Marketers Guide' via Event. Asset: .
53d51a58,f42f1b86,b4d7fe27,2025-04-17,AI for Marketers Guide,Email,Clicked Email,Blog: AI in RevOps,email,organic,ai_for_marketers_guide,6,MQL,Clicked Email from campaign 'AI for Marketers Guide' via Email. Asset: Blog: AI in RevOps.
c08dbb48,f42f1b86,b4d7fe27,2025-03-29,Gartner Report Promo,Organic Social,Viewed Organic Video,,organic_social,organic,gartner_report_promo,10,Subscriber,Viewed Organic Video from campaign 'Gartner Report Promo' via Organic Social. Asset: .
8efca112,c09a6ea3,4364c9df,2025-04-16,2025 Demand Gen Webinar,Organic Social,Viewed Organic Video,,organic_social,organic,2025_demand_gen_webinar,12,Subscriber,Viewed Organic Video from campaign '2025 Demand Gen Webinar' via Organic Social. Asset: .
b15ee587,94e5d19d,e2d3f376,2025-04-10,LinkedIn Sponsored Post,Organic Social,Viewed Organic Video,,organic_social,organic,linkedin_sponsored_post,3,MQL,Viewed Organic Video from campaign 'LinkedIn Sponsored Post' via Organic Social. Asset: .
21c2c265,bb9e78ec,542213b3,2025-04-29,LinkedIn Sponsored Post,Webinar,Attended Webinar,,webinar,organic,linkedin_sponsored_post,8,MQL,Attended Webinar from campaign 'LinkedIn Sponsored Post' via Webinar. Asset: .
fabee04e,bb9e78ec,542213b3,2025-04-29,2025 Demand Gen Webinar,Email,Clicked Email,ROI Calculator,email,organic,2025_demand_gen_webinar,5,SQL,Clicked Email from campaign '2025 Demand Gen Webinar' via Email. Asset: ROI Calculator.
ba57c74a,bb9e78ec,542213b3,2025-03-14,Spring Nurture Email Series,Event,Attended Event,,event,organic,spring_nurture_email_series,6,Subscriber,Attended Event from campaign 'Spring Nurture Email Series' via Event. Asset: .
cebfbab1,bb9e78ec,542213b3,2025-01-19,2025 Demand Gen Webinar,Webinar,Attended Webinar,,webinar,organic,2025_demand_gen_webinar,8,MQL,Attended Webinar from campaign '2025 Demand Gen Webinar' via Webinar. Asset: .
7f8a270f,bb9e78ec,542213b3,2025-04-16,LinkedIn Sponsored Post,Email,Submitted Form,Gartner Magic Quadrant,email,organic,linkedin_sponsored_post,3,Lead,Submitted Form from campaign 'LinkedIn Sponsored Post' via Email. Asset: Gartner Magic Quadrant.
b253df5d,f0c5e3c5,2f68c51a,2025-02-28,AI for Marketers Guide,Event,Attended Event,,event,organic,ai_for_marketers_guide,13,Subscriber,Attended Event from campaign 'AI for Marketers Guide' via Event. Asset: .
1f08c48b,f0c5e3c5,2f68c51a,2025-04-28,LinkedIn Sponsored Post,Paid Ad,Viewed Ad,Gartner Magic Quadrant,paid_ad,cpc,linkedin_sponsored_post,14,SQL,Viewed Ad from campaign 'LinkedIn Sponsored Post' via Paid Ad. Asset: Gartner Magic Quadrant.
c7407b13,f0c5e3c5,2f68c51a,2025-03-25,Spring Nurture Email Series,Event,Attended Event,,event,organic,spring_nurture_email_series,8,SQL,Attended Event from campaign 'Spring Nurture Email Series' via Event. Asset: .
9e8679e6,4b7d6626,c9816db8,2025-02-16,2025 Demand Gen Webinar,Paid Ad,Clicked Ad,ROI Calculator,paid_ad,cpc,2025_demand_gen_webinar,6,MQL,Clicked Ad from campaign '2025 Demand Gen Webinar' via Paid Ad. Asset: ROI Calculator.
59b17eaa,4b7d6626,c9816db8,2025-01-08,LinkedIn Sponsored Post,Email,Submitted Form,ROI Calculator,email,organic,linkedin_sponsored_post,7,MQL,Submitted Form from campaign 'LinkedIn Sponsored Post' via Email. Asset: ROI Calculator.
ff1e9fce,4b7d6626,c9816db8,2025-01-24,2025 Demand Gen Webinar,Paid Ad,Clicked Ad,ROI Calculator,paid_ad,cpc,2025_demand_gen_webinar,10,MQL,Clicked Ad from campaign '2025 Demand Gen Webinar' via Paid Ad. Asset: ROI Calculator.
5ea92d99,4b7d6626,c9816db8,2025-01-24,LinkedIn Sponsored Post,Webinar,Registered Webinar,,webinar,organic,linkedin_sponsored_post,15,SQL,Registered Webinar from campaign 'LinkedIn Sponsored Post' via Webinar. Asset: .
f086d2d1,97b1e1f8,f7dc6c56,2025-04-16,Spring Nurture Email Series,Webinar,Attended Webinar,,webinar,organic,spring_nurture_email_series,11,MQL,Attended Webinar from campaign 'Spring Nurture Email Series' via Webinar. Asset: .
9f68c254,97b1e1f8,f7dc6c56,2025-03-22,AI for Marketers Guide,Email,Opened Email,Blog: AI in RevOps,email,organic,ai_for_marketers_guide,15,Subscriber,Opened Email from campaign 'AI for Marketers Guide' via Email. Asset: Blog: AI in RevOps.
31a66fcc,97b1e1f8,f7dc6c56,2025-03-07,2025 Demand Gen Webinar,Organic Social,Clicked LinkedIn Post,,organic_social,organic,2025_demand_gen_webinar,13,SQL,Clicked LinkedIn Post from campaign '2025 Demand Gen Webinar' via Organic Social. Asset: .
3718b31b,f7ab00a0,0aba4c25,2025-03-21,AI for Marketers Guide,Webinar,Registered Webinar,,webinar,organic,ai_for_marketers_guide,11,MQL,Registered Webinar from campaign 'AI for Marketers Guide' via Webinar. Asset: .
82da9833,f7ab00a0,0aba4c25,2025-04-25,2025 Demand Gen Webinar,Organic Social,Viewed Organic Video,,organic_social,organic,2025_demand_gen_webinar,5,Subscriber,Viewed Organic Video from campaign '2025 Demand Gen Webinar' via Organic Social. Asset: .
797dcb06,f7ab00a0,0aba4c25,2025-02-07,AI for Marketers Guide,Event,Attended Event,,event,organic,ai_for_marketers_guide,14,Lead,Attended Event from campaign 'AI for Marketers Guide' via Event. Asset: .
fbb11bdd,e984880c,89f875b3,2025-03-31,2025 Demand Gen Webinar,Webinar,Registered Webinar,,webinar,organic,2025_demand_gen_webinar,3,Subscriber,Registered Webinar from campaign '2025 Demand Gen Webinar' via Webinar. Asset: .
fc07ec45,e984880c,89f875b3,2025-04-28,AI for Marketers Guide,Webinar,Registered Webinar,,webinar,organic,ai_for_marketers_guide,11,Lead,Registered Webinar from campaign 'AI for Marketers Guide' via Webinar. Asset: .
b81dcf11,e984880c,89f875b3,2025-05-02,Gartner Report Promo,Website,Visited Homepage,ROI Calculator,website,organic,gartner_report_promo,5,MQL,Visited Homepage from campaign 'Gartner Report Promo' via Website. Asset: ROI Calculator.
bb26476f,e984880c,89f875b3,2025-03-15,Tech Conference 2025,Email,Submitted Form,2025 Buying Guide,email,organic,tech_conference_2025,13,Lead,Submitted Form from campaign 'Tech Conference 2025' via Email. Asset: 2025 Buying Guide.
2efe8e1b,e984880c,89f875b3,2025-03-28,Gartner Report Promo,Organic Social,Clicked LinkedIn Post,,organic_social,organic,gartner_report_promo,3,Subscriber,Clicked LinkedIn Post from campaign 'Gartner Report Promo' via Organic Social. Asset: .
1e294729,cb6d9bec,05619ba9,2025-02-12,Tech Conference 2025,Webinar,Attended Webinar,,webinar,organic,tech_conference_2025,12,Lead,Attended Webinar from campaign 'Tech Conference 2025' via Webinar. Asset: .
bdcaa303,cb6d9bec,05619ba9,2025-02-03,Gartner Report Promo,Email,Submitted Form,2025 Buying Guide,email,organic,gartner_report_promo,4,Subscriber,Submitted Form from campaign 'Gartner Report Promo' via Email. Asset: 2025 Buying Guide.
020d1710,ddb2fb38,ccf52f19,2025-01-19,Tech Conference 2025,Paid Ad,Clicked Ad,Blog: AI in RevOps,paid_ad,cpc,tech_conference_2025,14,Subscriber,Clicked Ad from campaign 'Tech Conference 2025' via Paid Ad. Asset: Blog: AI in RevOps.
a1e202fc,ddb2fb38,ccf52f19,2025-04-23,Gartner Report Promo,Email,Submitted Form,2025 Buying Guide,email,organic,gartner_report_promo,9,Lead,Submitted Form from campaign 'Gartner Report Promo' via Email. Asset: 2025 Buying Guide.
d9686fcd,ddb2fb38,ccf52f19,2025-02-09,Gartner Report Promo,Website,Visited Homepage,Blog: AI in RevOps,website,organic,gartner_report_promo,11,SQL,Visited Homepage from campaign 'Gartner Report Promo' via Website. Asset: Blog: AI in RevOps.
cfe8eae5,ddb2fb38,ccf52f19,2025-04-17,LinkedIn Sponsored Post,Email,Opened Email,2025 Buying Guide,email,organic,linkedin_sponsored_post,9,Subscriber,Opened Email from campaign 'LinkedIn Sponsored Post' via Email. Asset: 2025 Buying Guide.
d80cdbd8,ddb2fb38,ccf52f19,2025-03-01,AI for Marketers Guide,Organic Social,Viewed Organic Video,,organic_social,organic,ai_for_marketers_guide,12,Subscriber,Viewed Organic Video from campaign 'AI for Marketers Guide' via Organic Social. Asset: .
f0f2827b,8cdd842c,d36e7822,2025-04-06,2025 Demand Gen Webinar,Organic Social,Clicked LinkedIn Post,,organic_social,organic,2025_demand_gen_webinar,14,MQL,Clicked LinkedIn Post from campaign '2025 Demand Gen Webinar' via Organic Social. Asset: .
1ef4ded2,8cdd842c,d36e7822,2025-02-02,AI for Marketers Guide,Paid Ad,Viewed Ad,Gartner Magic Quadrant,paid_ad,cpc,ai_for_marketers_guide,13,Subscriber,Viewed Ad from campaign 'AI for Marketers Guide' via Paid Ad. Asset: Gartner Magic Quadrant.
2db7d4e4,8cdd842c,d36e7822,2025-03-09,LinkedIn Sponsored Post,Event,Registered Event,,event,organic,linkedin_sponsored_post,11,Subscriber,Registered Event from campaign 'LinkedIn Sponsored Post' via Event. Asset: .
d8b7306f,f185cdfc,a2e45781,2025-03-11,Spring Nurture Email Series,Website,Visited Homepage,Blog: AI in RevOps,website,organic,spring_nurture_email_series,14,Lead,Visited Homepage from campaign 'Spring Nurture Email Series' via Website. Asset: Blog: AI in RevOps.
6b90fb96,f185cdfc,a2e45781,2025-01-12,Gartner Report Promo,Website,Visited Pricing Page,2025 Buying Guide,website,organic,gartner_report_promo,12,SQL,Visited Pricing Page from campaign 'Gartner Report Promo' via Website. Asset: 2025 Buying Guide.
a2b4db63,f185cdfc,a2e45781,2025-03-02,LinkedIn Sponsored Post,Website,Downloaded Guide,2025 Buying Guide,website,organic,linkedin_sponsored_post,10,SQL,Downloaded Guide from campaign 'LinkedIn Sponsored Post' via Website. Asset: 2025 Buying Guide.
66c55c50,54058e4c,6bb6c52b,2025-02-18,LinkedIn Sponsored Post,Website,Downloaded Guide,ROI Calculator,website,organic,linkedin_sponsored_post,11,Subscriber,Downloaded Guide from campaign 'LinkedIn Sponsored Post' via Website. Asset: ROI Calculator.
a94785b0,0980861d,a4e0c0a8,2025-03-04,LinkedIn Sponsored Post,Email,Submitted Form,Blog: AI in RevOps,email,organic,linkedin_sponsored_post,10,Subscriber,Submitted Form from campaign 'LinkedIn Sponsored Post' via Email. Asset: Blog: AI in RevOps.
06cb32bb,0980861d,a4e0c0a8,2025-01-17,Spring Nurture Email Series,Website,Visited Homepage,Demo Video,website,organic,spring_nurture_email_series,11,Subscriber,Visited Homepage from campaign 'Spring Nurture Email Series' via Website. Asset: Demo Video.
a1427856,b56a5b36,0aba4c25,2025-04-28,Spring Nurture Email Series,Webinar,Attended Webinar,,webinar,organic,spring_nurture_email_series,4,MQL,Attended Webinar from campaign 'Spring Nurture Email Series' via Webinar. Asset: .
b0e162ff,b56a5b36,0aba4c25,2025-01-17,Spring Nurture Email Series,Organic Social,Viewed Organic Video,,organic_social,organic,spring_nurture_email_series,5,MQL,Viewed Organic Video from campaign 'Spring Nurture Email Series' via Organic Social. Asset: .
09cd579c,b56a5b36,0aba4c25,2025-04-22,Gartner Report Promo,Email,Opened Email,Gartner Magic Quadrant,email,organic,gartner_report_promo,8,MQL,Opened Email from campaign 'Gartner Report Promo' via Email. Asset: Gartner Magic Quadrant.
0ded1da0,f94e80cc,c813638c,2025-04-03,AI for Marketers Guide,Organic Social,Viewed Organic Video,,organic_social,organic,ai_for_marketers_guide,7,Subscriber,Viewed Organic Video from campaign 'AI for Marketers Guide' via Organic Social. Asset: .
174acb40,f94e80cc,c813638c,2025-01-21,Gartner Report Promo,Email,Clicked Email,Gartner Magic Quadrant,email,organic,gartner_report_promo,13,MQL,Clicked Email from campaign 'Gartner Report Promo' via Email. Asset: Gartner Magic Quadrant.
7f80e089,643ae60e,605e2246,2025-03-14,Gartner Report Promo,Paid Ad,Viewed Ad,Gartner Magic Quadrant,paid_ad,cpc,gartner_report_promo,10,Subscriber,Viewed Ad from campaign 'Gartner Report Promo' via Paid Ad. Asset: Gartner Magic Quadrant.
b11b06d4,643ae60e,605e2246,2025-02-09,Spring Nurture Email Series,Webinar,Attended Webinar,,webinar,organic,spring_nurture_email_series,15,SQL,Attended Webinar from campaign 'Spring Nurture Email Series' via Webinar. Asset: .
449e5251,643ae60e,605e2246,2025-03-20,2025 Demand Gen Webinar,Paid Ad,Viewed Ad,Gartner Magic Quadrant,paid_ad,cpc,2025_demand_gen_webinar,3,Lead,Viewed Ad from campaign '2025 Demand Gen Webinar' via Paid Ad. Asset: Gartner Magic Quadrant.
ecacdf23,ac28758e,e17b5956,2025-02-04,AI for Marketers Guide,Organic Social,Clicked LinkedIn Post,,organic_social,organic,ai_for_marketers_guide,13,SQL,Clicked LinkedIn Post from campaign 'AI for Marketers Guide' via Organic Social. Asset: .
7c5f5ddd,623291b6,b4d7fe27,2025-03-25,Gartner Report Promo,Organic Social,Clicked LinkedIn Post,,organic_social,organic,gartner_report_promo,8,MQL,Clicked LinkedIn Post from campaign 'Gartner Report Promo' via Organic Social. Asset: .
b72cfb68,623291b6,b4d7fe27,2025-02-02,2025 Demand Gen Webinar,Email,Opened Email,ROI Calculator,email,organic,2025_demand_gen_webinar,9,Lead,Opened Email from campaign '2025 Demand Gen Webinar' via Email. Asset: ROI Calculator.
a488c0af,ff9b6c3d,5.70E+07,2025-01-19,Gartner Report Promo,Event,Registered Event,,event,organic,gartner_report_promo,10,SQL,Registered Event from campaign 'Gartner Report Promo' via Event. Asset: .
d565616a,a0047867,05619ba9,2025-04-27,2025 Demand Gen Webinar,Paid Ad,Viewed Ad,Demo Video,paid_ad,cpc,2025_demand_gen_webinar,13,SQL,Viewed Ad from campaign '2025 Demand Gen Webinar' via Paid Ad. Asset: Demo Video.
ad2e0769,7835edf8,4364c9df,2025-03-04,Tech Conference 2025,Paid Ad,Viewed Ad,Blog: AI in RevOps,paid_ad,cpc,tech_conference_2025,11,MQL,Viewed Ad from campaign 'Tech Conference 2025' via Paid Ad. Asset: Blog: AI in RevOps.
ae132c9b,7835edf8,4364c9df,2025-01-20,LinkedIn Sponsored Post,Webinar,Attended Webinar,,webinar,organic,linkedin_sponsored_post,4,MQL,Attended Webinar from campaign 'LinkedIn Sponsored Post' via Webinar. Asset: .
6bd8ef66,acffc3cf,266f1336,2025-04-26,2025 Demand Gen Webinar,Event,Attended Event,,event,organic,2025_demand_gen_webinar,12,SQL,Attended Event from campaign '2025 Demand Gen Webinar' via Event. Asset: .
659c612e,acffc3cf,266f1336,2025-05-05,LinkedIn Sponsored Post,Webinar,Registered Webinar,,webinar,organic,linkedin_sponsored_post,3,Lead,Registered Webinar from campaign 'LinkedIn Sponsored Post' via Webinar. Asset: .
946abd1f,acffc3cf,266f1336,2025-04-26,LinkedIn Sponsored Post,Webinar,Attended Webinar,,webinar,organic,linkedin_sponsored_post,7,Lead,Attended Webinar from campaign 'LinkedIn Sponsored Post' via Webinar. Asset: .
85822333,acffc3cf,266f1336,2025-03-22,AI for Marketers Guide,Event,Registered Event,,event,organic,ai_for_marketers_guide,14,Lead,Registered Event from campaign 'AI for Marketers Guide' via Event. Asset: .
f70988b7,acffc3cf,266f1336,2025-04-27,Gartner Report Promo,Website,Downloaded Guide,Blog: AI in RevOps,website,organic,gartner_report_promo,5,SQL,Downloaded Guide from campaign 'Gartner Report Promo' via Website. Asset: Blog: AI in RevOps.
446aa2bc,204a744d,7b187336,2025-03-02,2025 Demand Gen Webinar,Event,Attended Event,,event,organic,2025_demand_gen_webinar,5,Subscriber,Attended Event from campaign '2025 Demand Gen Webinar' via Event. Asset: .
e29a842a,204a744d,7b187336,2025-04-19,Spring Nurture Email Series,Webinar,Attended Webinar,,webinar,organic,spring_nurture_email_series,8,MQL,Attended Webinar from campaign 'Spring Nurture Email Series' via Webinar. Asset: .
2226198a,7229114e,c9fc19d8,2025-04-30,2025 Demand Gen Webinar,Event,Attended Event,,event,organic,2025_demand_gen_webinar,5,Lead,Attended Event from campaign '2025 Demand Gen Webinar' via Event. Asset: .
26108cd7,7229114e,c9fc19d8,2025-01-12,AI for Marketers Guide,Organic Social,Viewed Organic Video,,organic_social,organic,ai_for_marketers_guide,12,Subscriber,Viewed Organic Video from campaign 'AI for Marketers Guide' via Organic Social. Asset: .
c994f474,7229114e,c9fc19d8,2025-02-11,Gartner Report Promo,Event,Attended Event,,event,organic,gartner_report_promo,7,Subscriber,Attended Event from campaign 'Gartner Report Promo' via Event. Asset: .
8a45ac36,7698c715,1bb260a7,2025-04-13,Spring Nurture Email Series,Paid Ad,Viewed Ad,2025 Buying Guide,paid_ad,cpc,spring_nurture_email_series,6,Lead,Viewed Ad from campaign 'Spring Nurture Email Series' via Paid Ad. Asset: 2025 Buying Guide.
caab3306,7698c715,1bb260a7,2025-03-06,Gartner Report Promo,Organic Social,Viewed Organic Video,,organic_social,organic,gartner_report_promo,14,Subscriber,Viewed Organic Video from campaign 'Gartner Report Promo' via Organic Social. Asset: .
5855821,7698c715,1bb260a7,2025-03-10,Gartner Report Promo,Website,Downloaded Guide,2025 Buying Guide,website,organic,gartner_report_promo,11,Lead,Downloaded Guide from campaign 'Gartner Report Promo' via Website. Asset: 2025 Buying Guide.
fd85877e,7698c715,1bb260a7,2025-01-31,2025 Demand Gen Webinar,Paid Ad,Viewed Ad,2025 Buying Guide,paid_ad,cpc,2025_demand_gen_webinar,3,MQL,Viewed Ad from campaign '2025 Demand Gen Webinar' via Paid Ad. Asset: 2025 Buying Guide.
ba54b697,7698c715,1bb260a7,2025-01-27,2025 Demand Gen Webinar,Event,Registered Event,,event,organic,2025_demand_gen_webinar,9,SQL,Registered Event from campaign '2025 Demand Gen Webinar' via Event. Asset: .
